Latex Natural,QUIMICA IBEROAMERICANA  SA DE CV,QUIMICA IBEROAMERICANA  SA DE CV,,4.89,,,,s
Caolin,MICRO SA DE CV,MICRO SA DE CV,,4.89,,,,s
AGENTE VULCANIZANTE PARA LATEX,MICRO SA DE CV,MICRO SA DE CV,,4.89,,,,s
Lazo De Henequen 11 Mm 7/16,PROVEEDOR NO ENCONTRADO,PROVEEDOR NO ENCONTRADO,,4.89,,,,s
Pegamento PVC,Yahirziño Ocampo Giles,Yahirziño Ocampo Giles,,4.89,,,,s
