Latex Natural,QUIMICA IBEROAMERICANA  SA DE CV,QUIMICA IBEROAMERICANA  SA DE CV,,6.11,,,,s
Caolin,MICRO SA DE CV,MICRO SA DE CV,,6.11,,,,s
AGENTE VULCANIZANTE PARA LATEX,MICRO SA DE CV,MICRO SA DE CV,,6.11,,,,s
Pegamento PVC,Yahirziño Ocampo Giles,Yahirziño Ocampo Giles,,6.11,,,,s
