Latex Natural,QUIMICA IBEROAMERICANA  SA DE CV,QUIMICA IBEROAMERICANA  SA DE CV,,2.79,,,,s
Caolin,MICRO SA DE CV,MICRO SA DE CV,,2.79,,,,s
AGENTE VULCANIZANTE PARA LATEX,MICRO SA DE CV,MICRO SA DE CV,,2.79,,,,s
Yute Circulo #3 suaje circunferencia de  6 cm un par,Irma Hernandez Coconi,Irma Hernandez Coconi,,2.79,,,,s
